"Timestamp","NPS","NSAT","Version","Comments"
"12/8/2025, 1:01:28.235 PM","10","2.0","1.37.1","When you have both the postgresql and mssql extensions, in a sql file you get 2 different run buttons.  very annoying to have to mouse over and wait for the tooltip to see which one is the sqlserver run button vs the postgresql button."
"12/8/2025, 12:58:20.69 PM","10","3.0","1.37.1","Query history needs to hang around longer"
"12/8/2025, 12:30:06.187 PM","8","2.0","1.37.1","Make it function even more like Azure Data Studio. That one worked very well, VS Code with MSSQL extension leaves a lot to be desired."
"12/8/2025, 12:20:32.857 PM","8","2.0","1.37.1",""
"12/8/2025, 11:39:52.658 AM","10","3.0","1.37.1","Не знаю на сколько это возможно в VS. Но было бы неплохо выпустить расширение для графического интерфейса ""результаты запроса"" где двойным кликом можно изменять ширину столбцов ""по заполнению"" и прочий функционал ssms"
"12/8/2025, 11:33:19.981 AM","7","2.0","1.37.1","F12 functionally works intermittently. "
"12/8/2025, 10:22:17.41 AM","3","2.0","1.37.1","I dont like to have the SQL Server in my VSCode because the AI can do lots of harmful actions.  I think DBs must always be separated from the code."
"12/8/2025, 9:14:39.151 AM","8","2.0","1.37.0","Wildcards in filters! (and in ssms, plz)"
"12/8/2025, 8:27:58.718 AM","8","2.0","1.37.1","import data, for example, <REDACTED: user-file-path> files"
"12/8/2025, 7:38:36.164 AM","4","1.0","1.37.1","It would be nice if there was data manipulation through GUI."
"12/8/2025, 7:25:49.361 AM","9","3.0","1.37.1","I'm a web dev beginner and feel it already feels clean to use, haven't encoutered specific issues so far, so thanks! However, feel it would be more helpful to have obvious <REDACTED: user-file-path> when necessary update(s) is required!"
"12/8/2025, 1:32:36.055 AM","6","2.0","1.37.1",""
"12/7/2025, 2:00:14.5 PM","10","3.0","1.37.1","Nothing - keep up the great work!"
"12/7/2025, 12:22:58.15 PM","6","1.0","1.37.1","Make to more stable and improve the way we can view the results of quiries."
"12/7/2025, 9:43:58.905 AM","10","3.0","1.37.1",""
"12/7/2025, 5:04:19.008 AM","8","2.0","1.37.1","Increase the parallelism. Mine may be unique usecase but I need to run the same query(resulted from natural language) againest hundreds of databases. It's taking several hours to run a simple query for this usecase."
"12/6/2025, 7:26:13.55 PM","10","3.0","1.37.1","Opportunity to make DB backups tools"
"12/5/2025, 10:57:47.199 PM","10","3.0","1.37.1",""
"12/5/2025, 10:52:45.61 PM","10","3.0","1.37.1",""
"12/5/2025, 9:49:36.61 PM","9","3.0","1.37.1","Use this every day. Thanks! Rename table on right-click as <REDACTED: user-file-path> available in Azure Data Studio would be nice."
